Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,COc1ccc(-c2coc3ccc(-c4nnc(SCc5cccc(C#N)c5)o4)cc23)cc1,IC50,3.5,nM,8.46,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,COc1ccc2[nH]nc(C(=O)NCC3CCN(CCNS(C)(=O)=O)CC3)c2c1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using Ulight-CFFKNIVTPRTPPPSQQGK-amide as substrate after 90 mins by LANCE assay,2015.0
,Cc1nc2ccccc2n1Cc1nnc(Nc2ccc([N+](=O)[O-])cc2)s1,IC50,107.0,nM,6.97,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human N-terminal His-tagged GSK-3beta expressed in Escherichia coli using glycogen synthase-2 as substrate and ATP measured after 30 mins by Kinase-Glo luminescent kinase assay,2016.0
,COc1ncccc1-c1ccc2[nH]nc(C(=O)NCC3CCN(Cc4ccc(C(=O)O)o4)CC3)c2c1,IC50,360.0,nM,6.44,Glycogen synthase kinase-3 beta,335731,,"LanthaScreen TR-FRET Assay: Activity on human GSK-3beta was assessed using the following methods (according to Meijer et al., Chem. Biol., 2003-10:1255-1266).In a first screening assay, compounds were tested in duplicate at a concentration of 10 uM.Human recombinant enzyme GSK-3beta was incubated for 90 minutes at 22° C. in the presence of compounds or vehicle in a reaction buffer containing ATP plus 100 nM unphosphorylated specific substrate peptide (Ulight-CFFKNIVTPRTPPPSQGK-amide). Substrate phosphorylation was measured by LANCE technology (PerkinElmer, Conn., USA). The results, reported in the following Table 4, are expressed as a percent of inhibition of control specific activity obtained in the presence of the test compounds (as % inhibition at 10 um). In a second assay, the same compounds were assayed at five concentrations ranging from 100 uM to 10 nM with ten-fold dilutions in duplicate.",2015.0
,Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,IC50,730.0,nM,6.14,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,O=C(O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,IC50,3200.0,nM,5.5,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,OC12CC3CC(C1)CC(Nc1nc(N[C@H]4CC[C@H](O)CC4)ncc1C(F)(F)F)(C3)C2,IC50,41.0,nM,7.39,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2008.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccc(Cl)cc2n(C)c1=O,IC50,4030.0,nM,5.39,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1,IC50,200.0,nM,6.7,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by scintillation proximity assay,2008.0
,N#Cc1cccc(C(=O)C(Br)Br)c1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta using GS1 as substrate and [gamma-32P]ATP after 20 mins by radiometric assay,2011.0
,CNC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1,Ki,4272.0,nM,5.37,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,FC(F)(F)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,7200.0,nM,5.14,Glycogen synthase kinase-3 beta,,,"Inhibition of glycogen synthase kinase-3 beta, purified from porcine brain or expressed in and purified from insect Sf9 cells",2003.0
,O=C1N=C(NCc2ccccc2)S/C1=C\c1ccc(O)cc1,IC50,27.1,nM,7.57,Glycogen synthase kinase-3 beta,,,Inhibition of His-tagged full length human recombinant GSK-3beta expressed in Baculovirus using Ser/Thr9 peptide as substrate by Z' LYTE assay,2016.0
,CC(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,IC50,100.0,nM,7.0,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
,C[S+]([O-])c1ccc(-c2coc3ccc(-c4nnc(S)o4)cc23)cc1,IC50,94.0,nM,7.03,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2009.0
,c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1,IC50,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,,,"Inhibition of glycogen synthase kinase-3 beta, purified from porcine brain or expressed in and purified from insect Sf9 cells",2003.0
RUBOXISTAURIN,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,Kd,2600.0,nM,5.58,Glycogen synthase kinase-3 beta,,,Binding constant for full-length GSK3B,2008.0
,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cccc13)CN(C(=O)N1CCOCC1)CC2,IC50,1.3,nM,8.89,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2010.0
,CCOC(=O)Cn1sc(=O)n(-c2cccc(C(=O)OCC)c2)c1=O,IC50,467.0,nM,6.33,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by Z'-LYTE kinase assay,2009.0
,Cc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,Ki,70.0,nM,7.16,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,Ki,450.0,nM,6.35,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,Cc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,IC50,240.0,nM,6.62,Glycogen synthase kinase-3 beta,,,Inhibition of human Glycogen synthase kinase-3 beta,2004.0
,Nc1c(F)c(NCCN2CCOCC2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,IC50,2100.0,nM,5.68,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant full length GSK3-beta after 1 hrs by luminescence assay,2011.0
,Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,IC50,22.0,nM,7.66,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant full length GSK3-beta after 1 hrs by luminescence assay,2011.0
,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCC(=O)C3)c2)[nH]1,IC50,73.0,nM,7.14,Glycogen synthase kinase-3 beta,,,Competitive inhibition of human recombinant full length GSK3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated with enzyme for 10 mins followed by substrate and 25 uM ATP addition measured after 60 mins by ADP-Glo luminescence assay,2019.0
,NCC1(Cc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,IC50,1400.0,nM,5.85,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta in human PC3M cells by ELISA,2008.0
,O=C1NC(=S)S/C1=C\c1ccc(O)c([N+](=O)[O-])c1,IC50,3970.0,nM,5.4,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2008.0
,CNC(=O)N1CCN(CCCOc2ccc3c(c2)-c2[nH]nc(-c4ccc(C#N)nc4)c2C3)CC1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CCO)c5)cnc(N)c34)cc2F)c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3sccc3n2)cc1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncccn2)CC1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(Cc1cccc2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1c[nH]c2cc(-c3ccsc3)nc-2n1,IC50,800.0,nM,6.1,Glycogen synthase kinase-3 beta,,,"Inhibition of glycogen synthase kinase-3 beta, purified from porcine brain or expressed in and purified from insect Sf9 cells",2003.0
,c1cc2[nH]ncc2cc1-n1cc(C2CCCC2)nn1,Ki,1298.0,nM,5.89,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,Ki,542.0,nM,6.27,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,c1ccc(CCCc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,Ki,528.0,nM,6.28,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,Ki,28.0,nM,7.55,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,CCCc1cc(-c2ccc3[nH]ncc3c2)on1,Ki,2530.0,nM,5.6,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta after 1 hr,2011.0
,CN(C)CCCn1nc(C2=C(c3cn(-c4ccccc4)c4ccccc34)C(=O)NC2=O)c2ccccc21,IC50,270.0,nM,6.57,Glycogen synthase kinase-3 beta,,,Inhibition of rabbit Glycogen synthase kinase-3 beta,2005.0
,c1ccc(CCNc2nc(-c3ccc4[nH]ncc4c3)cs2)cc1,Ki,5450.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2011.0
,c1ccc(CNc2nc(-c3ccc4[nH]ncc4c3)c(-c3ccccc3)s2)cc1,Ki,3402.0,nM,5.47,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2011.0
,c1cn2c(NC3CCCCC3)c(-c3ccc4[nH]ncc4c3)nc2s1,Ki,642.0,nM,6.19,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2011.0
,O=C(NCc1ccccc1)Nc1cccc2ccccc12,IC50,17.1,nM,7.77,Glycogen synthase kinase-3 beta,246654,,"Inhibition Assay: The GSK-3β activity was determined by incubation of a mixture of recombinant human GSK-3 enzyme, a phosphate source and GSK-3 substrate in the presence and in the absence of the corresponding test compound, and by measuring the GSK-3 activity of this mixture.Recombinant human glycogen synthase kinase 313 was assayed in MOPS 8 mM pH 7.3, EDTA 0.2 mM, MgCl2 10 mM and sodium orthovanadate 0.25 mM in the presence of 62.5 μM of Phospho-Glycogen Synthase Peptide-2 (GS-2), 0.5 μCi γ-33P-ATP and unlabelled ATP at a final concentration of 12.5 μM. The final assay volume was 20 μl. After incubation for 30 minutes at 30° C., 15 μl aliquots were spotted onto P81 phosphocellulose papers. Filters were washed four times for at least 10 minutes each and counted with 1.5 ml of scintillation cocktail in a scintillation counter.",2014.0
,CN(c1ncnc2[nH]c3cc(Cl)ccc3c12)C1CCCN(C(=O)CC#N)C1,IC50,2000.0,nM,5.7,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2022.0
,O=C(CCl)c1cc(Cl)c(Cl)s1,IC50,3000.0,nM,5.52,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2022.0
WUWEIZISU B,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@H](C)[C@H](C)C2,IC50,73.0,nM,7.14,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant GSK3-beta,2022.0
,COc1ccc(-c2cc(=O)c3c(OC)c([C@@H]4O[C@H](C(=O)NC5CCCCC5)[C@@H](O)[C@H](O)[C@H]4O)c(OC)cc3o2)cc1OC,IC50,9000.0,nM,5.05,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) using peptide YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate incubated for 5 to 60 mins by ADP-Glo kinase assay,2022.0
,N#Cc1ccc(NCCNc2nc(-c3ccc(Cl)cc3Cl)cn3nc(C(=O)O)cc23)nc1,IC50,21.0,nM,7.68,Glycogen synthase kinase-3 beta,213535,,"Biochemical Assay: The ingredients required for this purpose are mixed in a black 384-well microtiter plate with transparent base (from Greiner, catalog number 781092). The requirements in this connection for each well of the 384-well microtiter plate are 5 nM GSK3β (from Upstate, catalog number xy), 40 μM GSK3β substrate GSM (sequence H-RRRPASVPPSPSLSRHS-(pS)-HQRR, from Upstate, catalog number 2-533), 30 μM nicotinamide adenine dinucleotide NADH (Roche Diagnostics, catalog number 10107735), 50 μM adenosine triphosphate ATP (from Sigma, catalog number A7966) and 2 mM phosphoenolpyruvate (from Roche, catalog number 128112). The required reaction buffer in which the biochemical reaction takes place consists of 50 mM Trizma hydrochloride Tris-HCl pH: 7.5 (from Sigma, catalog number T3253), 5 mM magnesium chloride MgCl2 (from Sigma, catalog number M8266), 0.2 mM DL-dithiothreitol DTT (from Sigma, catalog number D9779), 2 mM ethylenediaminetetraacetic acid EDTA (from Sigma, catalog number E6758), 0.01% Triton X-100 (from Sigma, catalog number T8787) and 0.05% bovine serum albumin BSA (from Sigma, catalog number B4287). Active substances are dissolved in dimethyl sulfoxide DMSO (from Sigma, catalog number D8418) in a concentration of 10 mM. Active substances are added in serial concentrations of 10 μM, 1 μM, 0.1 μM, 0.01 μM, 0.001 μM, 0.0001 μM, 0.00001 μM, 0.000001 μM to the mixtures of the biochemical reaction. As control, dimethyl sulfoxide is added instead of substance in a final concentration of 0.1%. The reaction is incubated at 30° C. for 2 hours and then the resulting fluorescence is measured in a Tecan Safire-XFLUOR4 instrument, version V4.50 (serial number 12901300283) with the specifications: measurement mode−fluorescence measured from below, extinction wavelength 340 nm, emission wavelength 465 nm, slit width extinction 5 nm, slit width emission 5 nm, gain mode 120, delay 0 μs, number of light flashes per measurement 3, and an integration time of 40 μs.",2013.0
,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1Cl,IC50,10.0,nM,8.0,Glycogen synthase kinase-3 beta,,,Inhibitory concentration against rabbit glycogen synthase kinase-3 beta using protein phosphatase inhibitor-2 as substrate,2004.0
,CCN(CC)Cc1c(C(=O)N/N=C/c2ccncc2)nnn1-c1nonc1N,IC50,410.0,nM,6.39,Glycogen synthase kinase-3 beta,,,Inhibitory activity against human glycogen synthase kinase-3beta (GSK3-beta) at 100 uM ATP,2003.0
,N#CCc1ccc(Nc2nccc(Nc3cc(C4CC4)[nH]n3)n2)cc1,IC50,1.2,nM,8.92,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal NanoLuc-fused full length lysed GSK3B (unknown origin) transfected in HEK293T cells incubated for 2 hrs in presence of tracer K8 by NanoBRET assay,2023.0
,Cn1cc(C2C(=O)NC(=O)C2c2coc3ccccc23)c2cc(Br)ccc21,IC50,21.0,nM,7.68,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin),2016.0
,COc1cc(NCc2cccnc2)n2ncc(Br)c2n1,IC50,1410.0,nM,5.85,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F,IC50,14.0,nM,7.85,Glycogen synthase kinase-3 beta,,,Inhibitory concentration against rabbit glycogen synthase kinase-3 beta using protein phosphatase inhibitor-2 as substrate,2004.0
,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCC1,IC50,2100.0,nM,5.68,Glycogen synthase kinase-3 beta,,,Inhibitory activity against human glycogen synthase kinase-3beta (GSK3-beta) at 100 uM ATP,2003.0
,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,IC50,300.0,nM,6.52,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3b,2008.0
,CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C#Cc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,IC50,9820.0,nM,5.01,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,COc1ccc(-n2c(-c3nonc3N)nc3ccccc32)cc1,Ki,5000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as decrease in NADH absorbance at 340 nm in the presence of,2009.0
,N#Cc1cccc(-c2nc3c(NC(=O)C4CC4)ncnc3[nH]2)c1,IC50,781.0,nM,6.11,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2010.0
,OCCNc1cc2cc(-c3cccnc3)ccc2cn1,Ki,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)c1,Ki,1995.26,nM,5.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(NC(CO)c1ccccc1)c1ccc(-c2ccncc2)cc1,Ki,158.49,nM,6.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Nc1n[nH]c2cccc(-c3ccc(Br)cc3)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1c(F)cccc1F,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3ccc(OCCCn4cccc4)c4[nH]nc(N)c34)cc2)c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl)NN=Cc1c[nH]c2ccccc12,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cnc(Nc2nc(NC(C)C)ncc2Br)s1,Ki,2511.89,nM,5.6,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COC(=O)c1ccccc1-c1ccc2c(c1)Nc1ccccc1NC2=O,Ki,3162.28,nM,5.5,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COCc1nnn(-c2nonc2N)c1C(=O)NN=C(C)c1ccc(O)cc1O,Ki,398.11,nM,6.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
TOZASERTIB,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(NCC1CCN(Cc2ccc(F)cc2)CC1)c1cncc(NC(=O)c2ccnc(NC(=O)C3CC3)c2)c1,IC50,244.0,nM,6.61,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant N-terminal His-tagged GSK3beta expressed in Escherichia coli using RRRPASVPPSPSLS RHS(pS)HQRR as substrate incubated for 30 mins in presence of ATP by Kinase-Glo reagent based luminescence assay,2021.0
,O=C(Nc1cncc(OCC2CCN(Cc3ccccc3F)CC2)c1)c1ccnc(NC(=O)C2CC2)c1,IC50,77.0,nM,7.11,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of human recombinant N-terminal His-tagged GSK3beta expressed in Escherichia coli using RRRPASVPPSPSLS RHS(pS)HQRR as substrate incubated for 30 mins in presence of ATP by Kinase-Glo reagent based luminescence assay,2021.0
,Cn1cc(C2=C(N(C(=O)OC(C)(C)C)c3ccccc3)C(=O)NC2=O)c2ccccc21,IC50,3100.0,nM,5.51,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,Cn1cc(C2=C(Oc3ccccc3)C(=O)NC2=O)c2ccccc21,IC50,2800.0,nM,5.55,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,Cn1cc(C2=C(c3cccs3)C(=O)NC2=O)c2ccccc21,IC50,22.0,nM,7.66,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,Cn1cc(C2=C(c3cccc(N)c3)C(=O)NC2=O)c2ccccc21,IC50,1.8,nM,8.74,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CN)cc21,IC50,1020.0,nM,5.99,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2009.0
,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,IC50,303.0,nM,6.52,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2009.0
,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OC[C@H](C)N)cc21,IC50,1210.0,nM,5.92,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta phosphorylation in human BT474 cells,2009.0
,COc1ccc2c(C3=C(c4cn(C)c5cc(Cl)c(F)cc45)C(=O)NC3=O)coc2c1,IC50,870.0,nM,6.06,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21,IC50,235.0,nM,6.63,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(O)c21,IC50,55.0,nM,7.26,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta by scintillation counting,2009.0
,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4)csc23)cn1,Ki,199.53,nM,6.7,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccc2[nH]cc(C=C3C(=O)Nc4ccccc43)c2c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CN(C)C1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,1584.89,nM,5.8,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1cc(OC)cc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,Ki,39.81,nM,7.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1,Ki,1000.0,nM,6.0,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CC(C)CNC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,Ki,630.96,nM,6.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCOCC4)c3)n2)c1Cl)c1ccccc1F,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1Cl,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
